CLAVE SITIO,NOMBRE DEL SITIO,CUENCA,CLAVE ACUÍFERO,ACUÍFERO,ORGANISMO CUENCA,DIRECCIÓN LOCAL,ESTADO,MUNICIPIO,CUERPO DE AGUA,TIPO DE CUERPO DE AGUA,SUBTIPO CUERPO AGUA,LATITUD,LONGITUD
OCPSU4855,COLLANTES,RÍO LA ARENA 2,,,PACÍFICO SUR,,OAXACA,SANTIAGO PINOTEPA NACIONAL,RIO DE LA ARENA,LÓTICO,RÍO,16.17656,-97.96816
OCPSU4856,SANTA MARIA COLOTEPEC,RÍO COLOTEPEC 1,,,PACÍFICO SUR,,OAXACA,SANTA MARÍA COLOTEPEC,RIO COLOTEPEC,LÓTICO,RÍO,15.89748,-96.94879
OCPSU4857,MALUCANO,RÍO COLOTEPEC 2,,,PACÍFICO SUR,,OAXACA,SANTA MARÍA COLOTEPEC,RIO COLOTEPEC,LÓTICO,RÍO,15.85236,-97.02624
OCPSU4858,RIO VERDE 8,RÍO VERDE,,,PACÍFICO SUR,,OAXACA,VILLA DE TUTUTEPEC,RIO VERDE,LÓTICO,RÍO,16.18742,-97.71699
OCPSU4858M1,TLACOLULA,RÍO ATOYAC-SALADO,,,PACÍFICO SUR,,OAXACA,TLACOLULA DE MATAMOROS,RIO SALADO,LÓTICO,RIO,16.95397,-96.48619
OCPSU4859,POZO LA LUZ 5. CODIPSA 37,,2019,CHACAHUA,PACÍFICO SUR,,OAXACA,VILLA DE TUTUTEPEC,ACUÍFERO CHACAHUA,SUBTERRÁNEO,POZO,16.11369,-97.59158
OCPSU4860,LAGUNA PASTORIA 1,RÍO SAN FRANCISCO,,,PACÍFICO SUR,,OAXACA,VILLA DE TUTUTEPEC,LAGUNA DE PASTORIA,COSTERO (HUMEDAL),LAGUNA,16.012802,-97.588741
OCPSU4860M1,LAGUNA PASTORIA 1,Río San Francisco,,,PACÍFICO SUR,,OAXACA,VILLA DE TUTUTEPEC DE MELCHOR OCAMPO,LAGUNA DE PASTORIA,COSTERO (HUMEDAL),LAGUNA,16.009801,-97.601275
OCPSU4861,LAGUNA EL CORRALERO,LAGUNA DE CORRALERO,,,PACÍFICO SUR,,OAXACA,SANTIAGO PINOTEPA NACIONAL,OCEANO PACIFICO,COSTERO,LAGUNA,16.23391,-98.18968
OCPSU4862,DESEMBOCADURA LAGUNA EL CORRALERO,LAGUNA DE CORRALERO,,,PACÍFICO SUR,,OAXACA,SANTIAGO PINOTEPA NACIONAL,TRANSICION RIO - MAR,LÓTICO - COSTERO,OCÉANO-MAR,16.2139,-98.18649
OCPSU4863,RIO VERDE 9,RÍO SORDO-YOLOTEPEC,,,PACÍFICO SUR,,OAXACA,SAN MATEO SINDIHUI,RIO VERDE,LÓTICO,RÍO,16.96682,-97.39417
OCPSU4864,RIO VERDE REFERENCIA,RÍO SORDO-YOLOTEPEC,,,PACÍFICO SUR,,OAXACA,SAN MATEO SINDIHUI,RIO VERDE,LÓTICO,RÍO,17.04045,-97.36393
OCPSU4865,POZO No. 47 Codipsa 28 MAGDALENA ZAHUATLAN,,2016,NOCHIXTLAN,PACÍFICO SUR,,OAXACA,MAGDALENA ZAHUATLÁN,ACUÍFERO NOCHIXTLAN,SUBTERRÁNEO,POZO,17.393722,-97.243556
OCPSU4866,RIO ATOYAC 4,RÍO ATOYAC-PASO DE LA REINA,,,PACÍFICO SUR,,OAXACA,LA COMPAÑÍA,RIO ATOYAC,LÓTICO,RÍO,16.5456,-96.8062
OCPSU4867,RIO ATOYAC 3,RÍO ATOYAC-PASO DE LA REINA,,,PACÍFICO SUR,,OAXACA,LA COMPAÑÍA,RIO ATOYAC,LÓTICO,RÍO,16.5446,-96.8059
OCPSU4868,POZO EL SAUZ,,2009,RIO VERDE-EJUTLA,PACÍFICO SUR,,OAXACA,HEROICA CIUDAD DE EJUTLA DE CRESPO,ACUÍFERO RIO VERDE-EJUTLA,SUBTERRÁNEO,NORIA,16.5169,-96.7519
OCPSU4869,RIO ATOYAC 2,RÍO ATOYAC-PASO DE LA REINA,,,PACÍFICO SUR,,OAXACA,HEROICA CIUDAD DE EJUTLA DE CRESPO,RIO ATOYAC,LÓTICO,RÍO,16.4633,-96.8036
OCPSU4870,RIO ATOYAC 1,RÍO ATOYAC-PASO DE LA REINA,,,PACÍFICO SUR,,OAXACA,YOGANA,RIO ATOYAC,LÓTICO,RÍO,16.4596,-96.8053
OCPSU4871,AFLUENTE-LAGUNA ORIENTAL,RÍO OSTUTA 2,,,PACÍFICO SUR,,OAXACA,SAN FRANCISCO DEL MAR,LAGUNA ORIENTAL,COSTERO (HUMEDAL),LAGUNA,16.286088,-94.565319
OCPSU4872,"SEGMENTO 67, 1 ISA6",RÍO LOS PERROS 2,,,PACÍFICO SUR,,OAXACA,SAN FRANCISCO DEL MAR,OCEANO PACIFICO,COSTERO,BAHIA,16.208908,-94.7509301
OCPSU4873,"SEGMENTO 67, 2 ISA6",LAGUNA MAR MUERTO A,,,PACÍFICO SUR,,OAXACA,SAN PEDRO TAPANATEPEC,OCEANO PACIFICO,COSTERO,BAHIA,16.005241,-94.007088
OCPSU4874,LAGUNA INFERIOR 6,RÍO OSTUTA 2,,,PACÍFICO SUR,,OAXACA,SAN FRANCISCO DEL MAR,LAGUNA INFERIOR,COSTERO (HUMEDAL),LAGUNA,16.314856,-94.59056
OCPSU4875,LAGUNA INFERIOR 9,RÍO CAZADERO,,,PACÍFICO SUR,,OAXACA,SAN FRANCISCO DEL MAR,LAGUNA INFERIOR,COSTERO (HUMEDAL),LAGUNA,16.345114,-94.617731
OCPSU4876,LAGUNA INFERIOR 1,RÍO CAZADERO,,,PACÍFICO SUR,,OAXACA,SAN FRANCISCO DEL MAR,LAGUNA INFERIOR ,COSTERO (HUMEDAL),LAGUNA,16.356725,-94.645579
OCPSU4877,LAGUNA INFERIOR (GUAMUCHIL),RÍO CAZADERO,,,PACÍFICO SUR,,OAXACA,SAN DIONISIO DEL MAR,LAGUNA INFERIOR,COSTERO (HUMEDAL),LAGUNA,16.363285,-94.667756
OCPSU4878,LAGUNA INFERIOR 4,RÍO OSTUTA 2,,,PACÍFICO SUR,,OAXACA,SAN FRANCISCO DEL MAR,LAGUNA INFERIOR,COSTERO (HUMEDAL),LAGUNA,16.272408,-94.628346
OCPSU4879,BOCABARRA LAGUNA ,RÍO CAZADERO,,,PACÍFICO SUR,,OAXACA,SAN DIONISIO DEL MAR,LAGUNA INFERIOR,COSTERO (HUMEDAL),LAGUNA,16.274178,-94.811461
OCPSU4880,BOCABARRA LAGUNA INFERIOR (GUAMUCHIL),RÍO OSTUTA 2,,,PACÍFICO SUR,,OAXACA,SAN DIONISIO DEL MAR,LAGUNA INFERIOR,COSTERO (HUMEDAL),LAGUNA,16.232132,-94.749083
OCPSU4881,LAGUNA ORIENTAL CENTRO,RÍO OSTUTA 2,,,PACÍFICO SUR,,OAXACA,SAN DIONISIO DEL MAR,LAGUNA ORIENTAL,COSTERO (HUMEDAL),LAGUNA,16.25395,-94.586239
OCPSU4882,LAGUNA INFERIOR CENTRO,RÍO CAZADERO,,,PACÍFICO SUR,,OAXACA,SAN DIONISIO DEL MAR,LAGUNA INFERIOR,COSTERO (HUMEDAL),LAGUNA,16.27569,-94.726569
OCPSU4883,LAGUNA SUPERIOR 7,RÍO LOS PERROS,,,PACÍFICO SUR,,OAXACA,HEROICA CIUDAD DE JUCHITÁN DE ZARAGOZA,LAGUNA INFERIOR,COSTERO (HUMEDAL),LAGUNA,16.316269,-94.910766
OCPSU4884,LAGUNA SUPERIOR 2,RÍO LOS PERROS 2,,,PACÍFICO SUR,,OAXACA,HEROICA CIUDAD DE JUCHITÁN DE ZARAGOZA,LAGUNA SUPERIOR,COSTERO (HUMEDAL),LAGUNA,16.365629,-94.957306
OCPSU4885,LAGUNA SUPERIOR 11,RÍO ESTANCADO,,,PACÍFICO SUR,,OAXACA,HEROICA CIUDAD DE JUCHITÁN DE ZARAGOZA,LAGUNA SUPERIOR,COSTERO (HUMEDAL),LAGUNA,16.418988,-94.919469
OCPSU4886,LAGUNA SUPERIOR 3,RÍO ESTANCADO,,,PACÍFICO SUR,,OAXACA,HEROICA CIUDAD DE JUCHITÁN DE ZARAGOZA,LAGUNA INFERIOR ,COSTERO (HUMEDAL),LAGUNA,16.421142,-94.88163
OCPSU4887,LAGUNA SUPERIOR 10,RÍO CAZADERO,,,PACÍFICO SUR,,OAXACA,HEROICA CIUDAD DE JUCHITÁN DE ZARAGOZA,LAGUNA INFERIOR ,COSTERO (HUMEDAL),LAGUNA,16.40099,-94.829239
OCPSU4888,LAGUNA SUPERIOR (SAN DIONICIO DEL MAR),RÍO CAZADERO,,,PACÍFICO SUR,,OAXACA,HEROICA CIUDAD DE JUCHITÁN DE ZARAGOZA,LAGUNA SUPERIOR,COSTERO (HUMEDAL),LAGUNA,16.364155,-94.807381
OCPSU4889,LAGUNA SUPERIOR 8,RÍO CAZADERO,,,PACÍFICO SUR,,OAXACA,HEROICA CIUDAD DE JUCHITÁN DE ZARAGOZA,LAGUNA INFERIOR ,COSTERO (HUMEDAL),LAGUNA,16.334525,-94.77941
OCPSU6172,ASUNCION OCOTLAN,,2025,VALLES CENTRALES,PACÍFICO SUR,,OAXACA,ASUNCION OCOTLAN,ACUÍFERO VALLES CENTRALES,SUBTERRÁNEO,POZO,16.76073056,-96.71929722
OCPSU6173,SANTA LUCIA OCOTLAN,,2025,VALLES CENTRALES,PACÍFICO SUR,,OAXACA,SANTA LUCIA OCOTLAN,ACUÍFERO VALLES CENTRALES,SUBTERRÁNEO,POZO,16.73654722,-96.67775
OCPSU6174,PRAXEDIS DE GUERRERO,,2025,VALLES CENTRALES,PACÍFICO SUR,,OAXACA,OCOTLÁN DE MORELOS,ACUÍFERO VALLES CENTRALES,SUBTERRÁNEO,POZO,16.71996667,-96.63821389
OCPSU6175,MAGDALENA OCOTLAN,,2025,VALLES CENTRALES,PACÍFICO SUR,,OAXACA,MAGDALENA OCOTLAN,ACUÍFERO VALLES CENTRALES,SUBTERRÁNEO,POZO,16.70768333,-96.71040278
OCPSU6176,SAN JOSE DEL PROGRESO,,2025,VALLES CENTRALES,PACÍFICO SUR,,OAXACA,SAN JOSE DEL PROGRESO,ACUÍFERO VALLES CENTRALES,SUBTERRÁNEO,POZO,16.68608889,-96.68543611
OCPSU6177,MONTE DEL TORO,,2025,VALLES CENTRALES,PACÍFICO SUR,,OAXACA,HEROICA CIUDAD DE EJUTLA DE CRESPO,ACUÍFERO VALLES CENTRALES,SUBTERRÁNEO,POZO,16.67581667,-96.73853056
OCPSU6178,SAN MARTIN LOS CANSECO,,2009,RIO VERDE-EJUTLA,PACÍFICO SUR,,OAXACA,SAN MARTIN LOS CANSECO,ACUÍFERO VALLES CENTRALES,SUBTERRÁNEO,POZO,16.65004167,-96.73781667
OCPSU6179,OCOTLAN DE MORELOS,,2025,VALLES CENTRALES,PACÍFICO SUR,,OAXACA,OCOTLAN DE MORELOS,ACUÍFERO VALLES CENTRALES,SUBTERRÁNEO,POZO,16.794025,-96.67738056
OCPSU6182,SANTA CATALINA MINAS,,2025,VALLES CENTRALES,PACÍFICO SUR,,OAXACA,SANTA CATALINA MINAS,ACUÍFERO VALLES CENTRALES,SUBTERRÁNEO,POZO,16.77869722,-96.61369444
OCPSU6517,MAGDALENA OCOTLÁN,RÍO ATOYAC-TLAPACOYAN,,,PACÍFICO SUR,,OAXACA,MAGDALENA OCOTLAN,RIO ATOYAC,LÉNTICO,PRESA,16.69986,-96.70023
OCPSU6522,SAN MARTÍN LOS CANSECO,,2009,RÍO VERDE-EJUTLA,PACÍFICO SUR,,OAXACA,SAN MARTIN DE LOS CANSECOS,ACUÍFERO RÍO VERDE-EJUTLA,SUBTERRÁNEO,POZO,16.65004,-96.73783
OCPYU4890,POZO 4 DE LA PLANTA MERIDA IV,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,UMÁN,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,20.971536,-89.784621
OCPYU4891,M1 MANATI,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,QUINTANA ROO,BENITO JUÁREZ,LAGUNA MANATI,COSTERO (HUMEDAL),LAGUNA,21.2175,-86.824638
OCPYU4892,M2 MANATI,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,QUINTANA ROO,BENITO JUÁREZ,LAGUNA MANATI,COSTERO (HUMEDAL),LAGUNA,21.22639,-86.820007
OCPYU4893,M3 MANATI,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,QUINTANA ROO,BENITO JUÁREZ,LAGUNA MANATI,COSTERO (HUMEDAL),LAGUNA,21.22944,-86.825987
OCPYU4894,M4 MANATI,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,QUINTANA ROO,BENITO JUÁREZ,LAGUNA MANATI,COSTERO (HUMEDAL),LAGUNA,21.22667,-86.829167
OCPYU4895,M5 MANATI,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,QUINTANA ROO,BENITO JUÁREZ,LAGUNA MANATI,COSTERO (HUMEDAL),LAGUNA,21.235,-86.833885
OCPYU4896,M7 MANATI,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,QUINTANA ROO,BENITO JUÁREZ,LAGUNA MANATI,COSTERO (HUMEDAL),LAGUNA,21.24167,-86.84
OCPYU4897,M6 MANATI,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,QUINTANA ROO,BENITO JUÁREZ,LAGUNA MANATI,COSTERO (HUMEDAL),LAGUNA,21.24806,-86.839167
OCPYU4898,L1 CHACMOCHUC,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,QUINTANA ROO,ISLA MUJERES,LAGUNA CHACMOCHUC,COSTERO,LAGUNA,21.258333,-86.8375
OCPYU4899,L2 CHACMOCHUC,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,QUINTANA ROO,BENITO JUÁREZ,LAGUNA CHACMOCHUC,COSTERO,LAGUNA,21.28417,-86.837222
OCPYU4900,L3 CHACMOCHUC,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,QUINTANA ROO,BENITO JUÁREZ,LAGUNA CHACMOCHUC,COSTERO,LAGUNA,21.30083,-86.84861
OCPYU4901,L4 CHACMOCHUC,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,QUINTANA ROO,BENITO JUÁREZ,LAGUANA CHACMOCHUC,COSTERO,LAGUNA,21.32,-86.827778
OCPYU4902,L5 CHACMOCHUC,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,QUINTANA ROO,BENITO JUÁREZ,LAGUNA CHACMOCHUC,COSTERO,LAGUNA,21.33353,-86.858611
OCPYU4903,L7 CHACMOCHUC,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,QUINTANA ROO,BENITO JUÁREZ,LAGUNA CHACMOCHUC,COSTERO,LAGUNA,21.35167,-86.838889
OCPYU4904,L6 CHACMOCHUC,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,QUINTANA ROO,BENITO JUÁREZ,LAGUNA CHACMOCHUC,COSTERO,LAGUNA,21.3522,-86.816944
OCPYU4905,L8 CHACMOCHUC,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,QUINTANA ROO,BENITO JUÁREZ,LAGUNA CHACMOCHUC,COSTERO,LAGUNA,21.38444,-86.825
OCPYU4906,L9 CHACMOCHUC,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,QUINTANA ROO,BENITO JUÁREZ,LAGUNA CHACMOCHUC,COSTERO,LAGUNA,21.38444,-86.852778
OCPYU4907,HUMEDAL DE IMPORTANCIA ESPECIALMENTE PARA LA CONSERVACION DE AVES ACUATICAS RESERVA RIA LAGARTOS 1,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,QUINTANA ROO,LÁZARO CÁRDENAS,HUMEDAL DE RIA LAGARTOS,COSTERO (HUMEDAL),ESTERO,21.47786,-87.48804
OCPYU4908,EL CUYO,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,YUCATÁN,TIZIMÍN,GOLFO DE MEXICO,COSTERO,OCÉANO-MAR,21.52011,-87.6774
OCPYU4909,HUMEDAL DE IMPORTANCIA ESPECIALMENTE PARA LA CONSERVACION DE AVES ACUATICAS RESERVA RIA LAGARTOS 2,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,YUCATÁN,RÍO LAGARTOS,HUMEDAL DE RIA LAGARTOS,COSTERO (HUMEDAL),ESTERO,21.57138,-87.86494
OCPYU4910,HUMEDAL DE IMPORTANCIA ESPECIALMENTE PARA LA CONSERVACION DE AVES ACUATICAS RESERVA RIA LAGARTOS 3,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,YUCATÁN,RÍO LAGARTOS,HUMEDAL DE RIA LAGARTOS,COSTERO (HUMEDAL),ESTERO,21.59196,-87.91356
OCPYU4911,COLORADAS,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,YUCATÁN,RÍO LAGARTOS,GOLFO DE MEXICO,COSTERO (HUMEDAL),OCÉANO-MAR,21.610436,-88.006827
OCPYU4912W1,HUMEDAL DE IMPORTANCIA ESPECIALMENTE PARA LA CONSERVACION DE AVES ACUATICAS RESERVA RIA LAGARTOS 5,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,YUCATÁN,RÍO LAGARTOS,RIA LAGARTOS,LÓTICO - COSTERO (HUMEDAL),RÍO,21.59318,-88.05565
OCPYU4913,HUMEDAL DE IMPORTANCIA ESPECIALMENTE PARA LA CONSERVACION DE AVES ACUATICAS RESERVA RIA LAGARTOS 6,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,YUCATÁN,RÍO LAGARTOS,RIA LAGARTOS,COSTERO (HUMEDAL),MANGLAR,21.60022,-88.14911
OCPYU4914,HUMEDAL DE IMPORTANCIA ESPECIALMENTE PARA LA CONSERVACION DE AVES ACUATICAS RESERVA RIA LAGARTOS 4,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,YUCATÁN,SAN FELIPE,RIA LAGARTOS,COSTERO (HUMEDAL),MANGLAR,21.57228,-88.22769
OCPYU4915,HUMEDAL DE IMPORTANCIA ESPECIALMENTE PARA LA CONSERVACION DE AVES ACUATICAS RESERVA RIA LAGARTOS 7,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,YUCATÁN,SAN FELIPE,GOLFO DE MEXICO,COSTERO (HUMEDAL),OCÉANO-MAR,21.5683,-88.23712
OCPYU4916,SAN FELIPE,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,YUCATÁN,SAN FELIPE,GOLFO DE MEXICO,COSTERO (HUMEDAL),OCÉANO-MAR,21.56851,-88.24193
OCPYU4917,POZO 1 DEL SISTEMA DE AGUA POTABLE DE EL CUYO,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,TIZIMÍN,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,21.40906,-87.71119
OCPYU4918W1,LAGUNA CHABELA,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,CHEMAX,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,CENOTE,20.66138,-87.61132
OCPYU4919W1,OTOCH MA AX YETEL KOOH 2,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,CHEMAX,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO (HUMEDAL),CENOTE,20.65032,-87.63874
OCPYU4920,POZO 1 DEL SISTEMA DE AGUA POTABLE CHEMAX,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,CHEMAX,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,20.65104,-87.93813
OCPYU4923,"POZO UADY (BEBIDAS PURIFICADAS DEL SURESTE, S.A. DE C.V. AGUAS ARRIBA)",,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,MÉRIDA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,21.04919,-89.64454
OCPYU4924,"POZO LAS AMERICAS II (BEBIDAS PURIFICADAS DEL SURESTE, S.A. DE C.V.)",,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,MÉRIDA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,21.0673,-89.64467
OCPYU4925,POZO 13 DE LA PLANTA MERIDA III DE LA JAPAY,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,TIXPÉHUAL,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,20.97083,-89.50298
OCPYU4926,POZO 6 DE LA PLANTA TEMOZON NORTE DE LA JAPAY,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,MÉRIDA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,21.06234,-89.61706
OCPYU4929,COSGAYA,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,MÉRIDA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,21.09699,-89.7046
OCPYU4930,"KOMCHEN (HARINERA DE YUCATAN, S.A. DE C.V. AGUAS ABAJO)",,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,MÉRIDA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,21.10331,-89.66156
OCPYU4931,SANTA MARIA YAXCHE,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,MÉRIDA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,21.11674,-89.63533
OCPYU4932,"POZO 25 (HARINERA DE YUCATAN, S.A. DE C.V. AGUAS ABAJO)",,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,MÉRIDA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,21.10537,-89.63902
OCPYU4933,NOC-AC,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,YUCATÁN,MÉRIDA,ACUÍFERO PENÍNSULA DE YUCATÁN,LÉNTICO,CENOTE,21.07369,-89.72096
OCPYU4933M1,DZITYA,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,MERIDA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,CENOTE,21.06721,-89.69169
OCPYU4934,POZO 1 DE SIERRA PAPACAL,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,MÉRIDA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,21.12627,-89.73847
OCPYU4935,PUENTE PROGRESO YUCALPETEN,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,YUCATÁN,PROGRESO,PUERTO ABRIGO PROGRESO,COSTERO (HUMEDAL),OCÉANO-MAR,21.2678,-89.70145
OCPYU4936,DESEMBOCADURA DEL PUERTO DE ABRIGO DE PROGRESO,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,YUCATÁN,PROGRESO,GOLFO DE MEXICO,COSTERO,OCÉANO-MAR,21.28095,-89.70366
OCPYU4937,PROGRESO,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,YUCATÁN,PROGRESO,GOLFO DE MEXICO,COSTERO,OCÉANO-MAR,21.28721,-89.6677
OCPYU4938,PUERTO PROGRESO 2,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,YUCATÁN,PROGRESO,GOLFO DE MEXICO,COSTERO,OCÉANO-MAR,21.297698,-89.607275
OCPYU4939,PUERTO PROGRESO 1,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,YUCATÁN,PROGRESO,GOLFO DE MEXICO,COSTERO,OCÉANO-MAR,21.30405,-89.566373
OCPYU4940,TELCHAC,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,YUCATÁN,TELCHAC PUERTO,GOLFO DE MEXICO,COSTERO,OCÉANO-MAR,21.345295,-89.263847
OCPYU4941,CHABIHAU,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,YUCATÁN,YOBAÍN,GOLFO DE MEXICO,COSTERO (HUMEDAL),OCÉANO-MAR,21.35767,-89.1179
OCPYU4942,DZILAM DE BRAVO,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,YUCATÁN,DZILAM DE BRAVO,GOLFO DE MEXICO,COSTERO (HUMEDAL),OCÉANO-MAR,21.39256,-88.89789
OCPYU4943,POZO 1 DEL SISTEMA DE AGUA POTABLE ESPITA,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,ESPITA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,21.007819,-88.29481
OCPYU4944,POZO 3 (SANTA CRUZ) DEL SISTEMA DE AGUA POTABLE DE TIZIMIN,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,TIZIMÍN,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,21.131844,-88.13511
OCPYU4945,POZO 4 DEL SISTEMA DE AGUA POTABLE DE VALLADOLID,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,VALLADOLID,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,20.68116,-88.21379
OCPYU4946,POZO 1 DEL SISTEMA DE AGUA POTABLE DE SOTUTA,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,SOTUTA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,20.59704,-89.00757
OCPYU4947,EL CORCHITO,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,PROGRESO,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,21.278556,-89.632889
OCPYU4948W1,CHELENTUN,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,CUZAMÁ,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,CENOTE,20.71957,-89.34762
OCPYU4949,PARQUE ESTATAL LAGUNAS DE YALAHAU 2,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,YUCATÁN,HOMÚN,LAGUNA DE YALAHAU,LÉNTICO (HUMEDAL),LAGO,20.65711,-89.21893
